sample_id,pattern,count,disk_size,initial_head,direction,spread,density,clustering,direction_bias,fcfs_dist,sstf_dist,scan_dist,cscan_dist,best_algorithm
578,bursty,18,150,134,UP,0.5863,0.3711,0.7725,0.2265,407,129,159,265,SSTF
579,bursty,24,400,269,DOWN,0.7818,0.1387,0.765,0.3977,1344,430,623,785,SSTF
580,bursty,29,300,40,DOWN,0.6324,0.2723,0.8916,0.3603,762,368,252,597,SCAN
581,bursty,41,400,124,UP,0.7754,0.2198,0.7771,0.2741,2062,620,674,771,SSTF
582,bursty,55,150,8,UP,0.8264,0.7692,0.8024,0.2665,1221,143,283,297,SSTF
583,bursty,36,300,282,DOWN,0.792,0.2727,0.7791,0.2429,1657,278,278,278,SSTF
584,bursty,52,150,43,UP,0.8847,0.6933,0.762,0.2094,1294,255,255,280,SSTF
585,bursty,39,500,401,DOWN,0.8295,0.1688,0.9634,0.2176,2725,559,900,926,SSTF
586,bursty,18,400,21,UP,0.6511,0.1208,0.8567,0.4547,1134,333,333,333,SSTF
587,bursty,48,300,138,UP,0.8633,0.3288,0.8602,0.2052,2168,421,452,581,SSTF
588,bursty,55,250,230,UP,0.8307,0.4527,0.6422,0.2255,1919,321,267,495,SCAN
589,bursty,32,150,53,UP,0.8205,0.4539,0.5757,0.2249,777,195,245,293,SSTF
590,bursty,37,150,76,UP,0.7548,0.5692,0.6787,0.2353,894,192,209,290,SSTF
591,bursty,27,400,199,DOWN,0.7266,0.1651,0.9227,0.2692,1469,497,569,791,SSTF
592,bursty,20,500,370,UP,0.8762,0.082,0.7435,0.2331,1750,889,624,963,SCAN
593,bursty,34,150,25,DOWN,0.779,0.5113,0.8385,0.2195,746,163,169,294,SSTF
594,bursty,16,250,154,DOWN,0.6422,0.1739,0.728,0.3198,549,300,395,440,SSTF
595,bursty,13,500,139,DOWN,0.7259,0.0662,0.8055,0.3298,900,510,552,868,SSTF
596,bursty,26,250,141,DOWN,0.7713,0.2441,0.8255,0.2855,915,352,354,453,SSTF
597,bursty,23,500,299,DOWN,0.5022,0.1643,1.0,0.3259,1278,361,795,891,SSTF
598,bursty,51,250,204,UP,0.7938,0.4454,0.7024,0.2039,1648,422,284,496,SCAN
599,bursty,16,150,68,UP,0.7647,0.254,0.8006,0.3539,310,186,226,253,SSTF
600,bursty,52,200,189,DOWN,0.8479,0.5253,0.638,0.2395,1421,207,388,397,SSTF
601,bursty,35,150,23,UP,0.8368,0.4828,0.6515,0.2522,796,268,272,286,SSTF
602,bursty,40,250,194,DOWN,0.8203,0.3347,0.5528,0.285,1511,298,432,490,SSTF
603,bursty,20,150,47,DOWN,0.7444,0.3053,0.7483,0.2697,404,219,183,288,SCAN
604,bursty,47,400,262,DOWN,0.6797,0.2875,0.6862,0.2383,2122,445,631,774,SSTF
605,bursty,13,150,90,UP,0.4131,0.3881,0.7491,0.3089,168,99,151,288,SSTF
606,bursty,50,250,221,DOWN,0.806,0.431,0.8282,0.1904,1855,248,459,489,SSTF
607,bursty,30,300,198,UP,0.7696,0.2214,0.6094,0.3022,1118,468,372,595,SCAN
608,bursty,47,200,146,UP,0.8373,0.4921,0.7905,0.1894,1462,268,244,395,SCAN
609,bursty,36,200,35,DOWN,0.7787,0.3871,0.7192,0.3528,818,212,228,386,SSTF
610,bursty,29,300,74,UP,0.6387,0.2589,0.8547,0.3209,890,240,459,596,SSTF
611,bursty,39,250,107,DOWN,0.82,0.3264,0.7032,0.2976,1344,338,352,480,SSTF
612,bursty,16,250,64,UP,0.6714,0.1608,0.8657,0.365,434,220,392,478,SSTF
613,bursty,52,300,100,DOWN,0.7533,0.391,0.6234,0.2151,2085,354,376,567,SSTF
614,bursty,20,250,1,DOWN,0.5858,0.241,0.6891,0.2621,735,201,203,462,SSTF
615,bursty,51,300,168,DOWN,0.858,0.3411,0.7969,0.2355,2241,494,466,593,SCAN
616,bursty,39,500,498,UP,0.8467,0.1579,0.8231,0.245,2426,494,494,995,SSTF
617,bursty,32,400,355,UP,0.8103,0.1671,0.6704,0.2292,1312,730,436,793,SCAN
618,bursty,32,200,101,DOWN,0.8114,0.3536,0.8489,0.2817,941,262,300,388,SSTF
619,bursty,52,300,294,UP,0.7887,0.3866,0.7159,0.2363,2336,277,287,589,SSTF
620,bursty,36,250,209,DOWN,0.8432,0.288,0.7827,0.2237,1105,458,458,461,SSTF
621,bursty,19,400,102,UP,0.7348,0.1145,0.8491,0.3058,1152,407,628,776,SSTF
622,bursty,47,150,118,UP,0.789,0.6963,0.8178,0.26,993,173,169,295,SCAN
623,bursty,30,500,35,DOWN,0.8078,0.1325,1.0,0.2506,2705,485,489,970,SSTF
624,bursty,43,200,162,DOWN,0.7142,0.5212,0.9137,0.2198,1175,310,356,398,SSTF
625,bursty,28,500,78,DOWN,0.8029,0.122,0.663,0.2878,2142,855,543,977,SCAN
626,bursty,16,300,245,DOWN,0.8414,0.1131,0.9234,0.2262,578,322,530,598,SSTF
627,bursty,44,500,214,UP,0.7171,0.2085,0.8574,0.2275,2637,706,706,921,SSTF
628,bursty,46,400,326,UP,0.8593,0.2359,0.7346,0.2383,3418,452,472,760,SSTF
629,bursty,27,500,340,DOWN,0.7769,0.1171,0.7502,0.3446,1325,606,826,984,SSTF
630,bursty,53,400,22,DOWN,0.8536,0.265,0.7433,0.2081,3077,421,421,790,SSTF
631,bursty,33,300,54,UP,0.7605,0.2472,0.7952,0.2255,1268,303,527,594,SSTF
632,bursty,28,200,130,UP,0.8982,0.2828,1.0,0.3273,683,325,267,389,SCAN
633,bursty,35,300,237,UP,0.8248,0.2422,0.7872,0.2518,1348,381,361,587,SCAN
634,bursty,13,300,53,DOWN,0.3794,0.2063,0.7957,0.2677,350,214,320,509,SSTF
635,bursty,17,150,36,DOWN,0.5816,0.3269,0.9143,0.2376,297,112,166,245,SSTF
636,bursty,33,300,105,DOWN,0.7403,0.25,0.5034,0.2313,1059,471,370,588,SCAN
637,bursty,42,150,112,DOWN,0.701,0.7,0.7651,0.2126,786,149,244,296,SSTF
638,bursty,16,250,11,UP,0.7364,0.1488,0.6534,0.3402,486,225,225,225,SSTF
639,bursty,33,500,55,UP,0.7708,0.1486,0.6519,0.2528,1813,460,905,991,SSTF
640,bursty,27,400,89,UP,0.8201,0.1399,0.7433,0.3546,1348,687,703,737,SSTF
